annee,City,State,Region,CA,part_pct,prog,Marge,prog_marge,marge_pct,diff_mag,prog_mag
2015,Dover,Delaware,East,96.1,0.03,29.41,36.03,35.2,37.49,0,0.0
2015,Newark,Delaware,East,2900.73,0.93,-15.69,798.34,-16.69,27.52,0,0.0
2015,Wilmington,Delaware,East,3193.51,1.02,151.18,774.5,119.03,24.25,0,0.0
2016,Newark,Delaware,East,1953.46,0.54,-32.66,756.11,-5.29,38.71,0,0.0
2016,Wilmington,Delaware,East,487.5,0.13,-84.73,167.15,-78.42,34.29,0,0.0
2016,Dover,Delaware,East,278.76,0.08,190.07,53.45,48.35,19.17,0,0.0
2016,,Delaware,East,2719.72,0.75,-56.07,976.71,-39.29,35.91,0,0.0
2017,,Delaware,East,13754.98,3.23,405.75,6053.2,519.75,44.01,-1,-33.33
2017,Wilmington,Delaware,East,1601.47,0.38,228.51,479.81,187.05,29.96,0,0.0
2017,Newark,Delaware,East,12153.51,2.85,522.15,5573.39,637.11,45.86,0,0.0
2015,Washington,District of Columbia,East,2670.19,0.85,,974.31,,36.49,,
2015,,District of Columbia,East,2670.19,0.85,,974.31,,36.49,,
2016,,District of Columbia,East,117.07,0.03,-95.62,50.21,-94.85,42.89,0,0.0
2016,Washington,District of Columbia,East,117.07,0.03,-95.62,50.21,-94.85,42.89,0,0.0
2017,Washington,District of Columbia,East,77.76,0.02,-33.58,35.06,-30.17,45.09,0,0.0
2017,,District of Columbia,East,77.76,0.02,-33.58,35.06,-30.17,45.09,0,0.0
2014,Margate,Florida,South,15.55,0.01,,2.33,,14.98,,
2014,Palm Coast,Florida,South,242.55,0.12,,14.49,,5.97,,
2014,Miami,Florida,South,1964.14,0.95,,-220.7,,-11.24,,
2014,North Miami,Florida,South,7.63,0.0,,-1.81,,-23.72,,
2014,Fort Lauderdale,Florida,South,810.29,0.39,,243.6,,30.06,,
2014,Tampa,Florida,South,2158.92,1.04,,139.36,,6.46,,
2014,Boca Raton,Florida,South,4.61,0.0,,1.67,,36.23,,
2014,Lakeland,Florida,South,1070.75,0.52,,158.63,,14.81,,
2014,Saint Petersburg,Florida,South,736.1,0.35,,54.4,,7.39,,
2014,Jacksonville,Florida,South,24227.72,11.67,,-1766.21,,-7.29,,
2014,Hollywood,Florida,South,580.69,0.28,,63.67,,10.96,,
2014,Delray Beach,Florida,South,9.91,0.0,,3.22,,32.49,,
2014,Deltona,Florida,South,767.41,0.37,,82.33,,10.73,,
2014,Orlando,Florida,South,6.64,0.0,,-4.43,,-66.72,,
2014,Boynton Beach,Florida,South,15.55,0.01,,5.44,,34.98,,
2014,Apopka,Florida,South,193.15,0.09,,34.7,,17.97,,
2014,Hialeah,Florida,South,1436.66,0.69,,-223.47,,-15.55,,
2014,,Florida,South,34248.26,16.49,,-1412.76,,-4.13,,
2015,Daytona Beach,Florida,South,272.33,0.19,,-52.33,,-19.22,,
2015,Port Saint Lucie,Florida,South,231.92,0.16,,5.8,,2.5,,
2015,Fort Lauderdale,Florida,South,979.95,0.69,20.94,-380.51,-256.2,-38.83,0,0.0
2015,Pembroke Pines,Florida,South,459.43,0.32,,-158.06,,-34.4,,
2015,Plantation,Florida,South,1436.84,1.01,,12.04,,0.84,,
2015,,Florida,South,15177.45,10.63,-55.68,-1758.8,24.49,-11.59,2,11.76
2015,Hialeah,Florida,South,32.99,0.02,-97.7,-1.98,-99.11,-6.0,0,0.0
2015,Miami,Florida,South,2298.06,1.61,17.0,-1287.45,483.35,-56.02,0,0.0
2015,West Palm Beach,Florida,South,69.1,0.05,,6.33,,9.16,,
2015,Tallahassee,Florida,South,8.23,0.01,,-6.03,,-73.27,,
2015,Tamarac,Florida,South,3.44,0.0,,-2.53,,-73.55,,
2015,North Miami,Florida,South,14.5,0.01,90.04,4.89,-370.17,33.72,0,0.0
2015,Tampa,Florida,South,411.19,0.29,-80.95,53.44,-61.65,13.0,0,0.0
2015,Lakeland,Florida,South,3244.2,2.27,202.98,-139.57,-187.98,-4.3,0,0.0
2015,Coral Springs,Florida,South,506.03,0.35,,32.78,,6.48,,
2015,Saint Petersburg,Florida,South,937.61,0.66,27.38,96.51,77.41,10.29,0,0.0
2015,Jacksonville,Florida,South,4039.04,2.83,-83.33,-1.47,-99.92,-0.04,0,0.0
2015,Hollywood,Florida,South,37.46,0.03,-93.55,10.67,-83.24,28.48,0,0.0
2015,Deltona,Florida,South,107.98,0.08,-85.93,37.79,-54.1,35.0,0,0.0
2015,Orlando,Florida,South,87.17,0.06,1212.8,10.9,-346.05,12.5,0,0.0
2016,Tamarac,Florida,South,1410.07,0.75,40890.41,-349.37,13709.09,-24.78,0,0.0
2016,West Palm Beach,Florida,South,72.22,0.04,4.52,25.28,299.37,35.0,0,0.0
2016,Hialeah,Florida,South,474.78,0.25,1339.16,21.83,-1202.53,4.6,0,0.0
2016,Apopka,Florida,South,711.4,0.38,268.31,19.67,-43.31,2.76,0,0.0
2016,Pembroke Pines,Florida,South,24.07,0.01,-94.76,-0.21,-99.87,-0.87,0,0.0
2016,Orlando,Florida,South,574.06,0.31,558.55,39.8,265.14,6.93,0,0.0
2016,Port Saint Lucie,Florida,South,2.69,0.0,-98.84,-2.25,-138.79,-83.64,0,0.0
2016,Delray Beach,Florida,South,232.62,0.12,2247.33,25.83,702.17,11.1,0,0.0
2016,Hollywood,Florida,South,41.28,0.02,10.2,14.56,36.46,35.27,0,0.0
2016,Pensacola,Florida,South,2.21,0.0,,-1.48,,-66.97,,
2016,Jacksonville,Florida,South,2117.91,1.13,-47.56,-66.6,4430.61,-3.14,0,0.0
2016,Boynton Beach,Florida,South,314.39,0.17,1921.8,25.11,361.58,7.99,0,0.0
2016,Lakeland,Florida,South,562.29,0.3,-82.67,-255.59,83.13,-45.46,0,0.0
2016,Tampa,Florida,South,833.66,0.45,102.74,-126.13,-336.02,-15.13,0,0.0
2016,Fort Lauderdale,Florida,South,1049.55,0.56,7.1,-57.87,-84.79,-5.51,0,0.0
2016,,Florida,South,13603.28,7.27,-10.37,-471.87,-73.17,-3.47,2,10.53
2016,Coral Gables,Florida,South,64.25,0.03,,22.36,,34.8,,
2016,Homestead,Florida,South,85.22,0.05,,7.46,,8.75,,
2016,Miami,Florida,South,2408.36,1.29,4.8,202.12,-115.7,8.39,0,0.0
2016,Palm Coast,Florida,South,7.43,0.0,-96.94,-5.7,-139.34,-76.72,0,0.0
2016,Tallahassee,Florida,South,2556.41,1.37,30962.09,13.61,-325.7,0.53,0,0.0
2016,Boca Raton,Florida,South,58.4,0.03,1166.81,-24.32,-1556.29,-41.64,0,0.0
2017,Lakeland,Florida,South,729.65,0.3,29.76,47.89,-118.74,6.56,0,0.0
2017,Port Saint Lucie,Florida,South,14.34,0.01,433.09,0.9,-140.0,6.28,0,0.0
2017,Jupiter,Florida,South,2.06,0.0,,0.15,,7.28,,
2017,,Florida,South,26444.72,10.76,94.4,244.13,-151.74,0.92,4,19.05
2017,Homestead,Florida,South,47.33,0.02,-44.46,14.87,99.33,31.42,0,0.0
2017,Miami,Florida,South,2002.51,0.81,-16.85,155.66,-22.99,7.77,0,0.0
2017,Palm Coast,Florida,South,24.45,0.01,229.07,8.86,-255.44,36.24,0,0.0
2017,Tallahassee,Florida,South,4686.03,1.91,83.31,385.13,2729.76,8.22,0,0.0
2017,Fort Lauderdale,Florida,South,2089.75,0.85,99.11,33.43,-157.77,1.6,0,0.0
2017,Miramar,Florida,South,1531.19,0.62,,32.28,,2.11,,
2017,Ormond Beach,Florida,South,2.81,0.0,,-1.97,,-70.11,,
2017,Tampa,Florida,South,1792.31,0.73,114.99,-391.9,210.71,-21.87,0,0.0
2017,Sanford,Florida,South,225.55,0.09,,-11.83,,-5.24,,
2017,Hialeah,Florida,South,394.53,0.16,-16.9,24.39,11.73,6.18,0,0.0
2017,Port Orange,Florida,South,7.82,0.0,,2.93,,37.47,,
2017,Pembroke Pines,Florida,South,1230.88,0.5,5013.75,85.82,-40966.67,6.97,0,0.0
2017,Coral Springs,Florida,South,318.96,0.13,-36.97,-14.22,-143.38,-4.46,0,0.0
2017,Jacksonville,Florida,South,8748.66,3.56,313.08,-611.38,817.99,-6.99,0,0.0
2017,Pompano Beach,Florida,South,90.44,0.04,,15.01,,16.6,,
2017,Saint Petersburg,Florida,South,17.09,0.01,-98.18,1.07,-98.89,6.26,0,0.0
2017,Boynton Beach,Florida,South,139.64,0.06,-55.58,20.11,-19.91,14.4,0,0.0
2017,Kissimmee,Florida,South,751.98,0.31,,84.6,,11.25,,
2017,Melbourne,Florida,South,95.62,0.04,,9.56,,10.0,,
2017,Orlando,Florida,South,1072.21,0.44,86.78,331.45,732.79,30.91,0,0.0
2017,Hollywood,Florida,South,411.05,0.17,895.76,19.3,32.55,4.7,0,0.0
2017,Deltona,Florida,South,17.86,0.01,-83.46,2.01,-94.68,11.25,0,0.0
2014,Marietta,Georgia,South,259.29,0.12,,78.24,,30.17,,
2014,Roswell,Georgia,South,755.42,0.36,,242.91,,32.16,,
2014,Columbus,Georgia,South,1451.25,0.7,,502.87,,34.65,,
2014,Woodstock,Georgia,South,286.65,0.14,,104.88,,36.59,,
2014,Sandy Springs,Georgia,South,21.19,0.01,,8.0,,37.75,,
2014,,Georgia,South,4540.1,2.19,,1491.71,,32.86,,
2014,Athens,Georgia,South,1233.45,0.59,,346.62,,28.1,,
2014,Atlanta,Georgia,South,266.44,0.13,,109.02,,40.92,,
2014,Macon,Georgia,South,266.41,0.13,,99.18,,37.23,,
2015,Macon,Georgia,South,97.6,0.07,-63.36,45.67,-53.95,46.79,0,0.0
2015,Columbus,Georgia,South,1484.55,1.04,2.29,567.64,12.88,38.24,0,0.0
2015,Smyrna,Georgia,South,260.31,0.18,,97.22,,37.35,,
2015,,Georgia,South,11338.05,7.94,149.73,4763.91,219.36,42.02,0,0.0
2015,East Point,Georgia,South,268.4,0.19,,102.01,,38.01,,
2015,Roswell,Georgia,South,1073.55,0.75,42.11,304.53,25.37,28.37,0,0.0
2015,Warner Robins,Georgia,South,392.94,0.28,,43.22,,11.0,,
2015,Marietta,Georgia,South,5.64,0.0,-97.82,2.71,-96.54,48.05,0,0.0
2015,Atlanta,Georgia,South,7755.06,5.43,2810.62,3600.91,3202.98,46.43,0,0.0
2016,Marietta,Georgia,South,2673.69,1.43,47305.85,431.2,15811.44,16.13,0,0.0
2016,Athens,Georgia,South,201.27,0.11,-83.68,48.26,-86.08,23.98,0,0.0
2016,Sandy Springs,Georgia,South,1302.83,0.7,6048.32,301.09,3663.62,23.11,0,0.0
2016,Columbus,Georgia,South,4300.9,2.3,189.71,1006.64,77.34,23.41,0,0.0
2016,,Georgia,South,14057.67,7.51,23.99,3546.43,-25.56,25.23,-1,-12.5
2016,Warner Robins,Georgia,South,41.86,0.02,-89.35,10.47,-75.78,25.01,0,0.0
2016,Atlanta,Georgia,South,3443.69,1.84,-55.59,1051.47,-70.8,30.53,0,0.0
2016,Smyrna,Georgia,South,2093.43,1.12,704.21,697.32,617.26,33.31,0,0.0
2017,Smyrna,Georgia,South,36.57,0.01,-98.25,12.79,-98.17,34.97,0,0.0
2017,Roswell,Georgia,South,4823.35,1.96,349.29,1880.0,517.34,38.98,0,0.0
2017,,Georgia,South,19160.02,7.79,36.3,6447.98,81.82,33.65,-1,-14.29
2017,Athens,Georgia,South,286.09,0.12,42.14,84.44,74.97,29.52,0,0.0
2017,Atlanta,Georgia,South,5732.65,2.33,66.47,2232.27,112.3,38.94,0,0.0
2017,Columbus,Georgia,South,7608.35,3.1,76.9,2026.97,101.36,26.64,0,0.0
2017,Sandy Springs,Georgia,South,673.01,0.27,-48.34,211.5,-29.76,31.43,0,0.0
2014,Lewiston,Idaho,West,9.58,0.0,,3.35,,34.97,,
2014,Caldwell,Idaho,West,455.63,0.15,,58.7,,12.88,,
2014,,Idaho,West,465.22,0.16,,62.05,,13.34,,
2015,Pocatello,Idaho,West,495.74,0.18,,101.17,,20.41,,
2015,,Idaho,West,1500.24,0.54,222.48,285.32,359.82,19.02,0,0.0
2015,Boise,Idaho,West,1004.5,0.36,,184.15,,18.33,,
2016,Pocatello,Idaho,West,34.68,0.01,-93.0,14.18,-85.98,40.89,0,0.0
2016,,Idaho,West,1183.49,0.32,-21.11,280.35,-1.74,23.69,0,0.0
2016,Twin Falls,Idaho,West,1148.81,0.31,,266.16,,23.17,,
2017,Meridian,Idaho,West,329.05,0.07,,95.21,,28.93,,
2017,Boise,Idaho,West,89.97,0.02,-91.04,37.79,-79.48,42.0,0,0.0
2017,Pocatello,Idaho,West,814.53,0.16,2248.7,66.01,365.51,8.1,0,0.0
2017,,Idaho,West,1233.55,0.25,4.23,199.01,-29.01,16.13,1,50.0
2014,Freeport,Illinois,Central,45.25,0.02,,3.96,,8.75,,
2014,,Illinois,Central,16202.71,7.8,,-2043.74,,-12.61,,
2014,Oswego,Illinois,Central,321.98,0.16,,-536.13,,-166.51,,
2014,Chicago,Illinois,Central,10834.61,5.22,,-151.67,,-1.4,,
2014,Romeoville,Illinois,Central,8.95,0.0,,-14.77,,-165.03,,
2014,Naperville,Illinois,Central,288.06,0.14,,-65.99,,-22.91,,
2014,Evanston,Illinois,Central,258.28,0.12,,-70.1,,-27.14,,
2014,Des Plaines,Illinois,Central,1109.37,0.53,,-284.75,,-25.67,,
2014,Woodstock,Illinois,Central,8.85,0.0,,-13.72,,-155.03,,
2014,Bolingbrook,Illinois,Central,9.98,0.0,,-16.47,,-165.03,,
2014,Skokie,Illinois,Central,75.59,0.04,,-12.82,,-16.96,,
2014,Buffalo Grove,Illinois,Central,831.4,0.4,,-89.65,,-10.78,,
2014,Peoria,Illinois,Central,12.46,0.01,,-20.56,,-165.01,,
2014,Elmhurst,Illinois,Central,651.59,0.31,,-166.44,,-25.54,,
2014,Decatur,Illinois,Central,782.76,0.38,,60.19,,7.69,,
2014,Saint Charles,Illinois,Central,8.74,0.0,,-4.8,,-54.92,,
2014,Aurora,Illinois,Central,337.14,0.16,,-252.34,,-74.85,,
2014,Bloomington,Illinois,Central,617.7,0.3,,-407.68,,-66.0,,
2015,Frankfort,Illinois,Central,20.77,0.01,,-52.96,,-254.98,,
2015,Aurora,Illinois,Central,1253.26,0.61,271.73,-792.62,214.11,-63.24,0,0.0
2015,Glenview,Illinois,Central,158.38,0.08,,13.86,,8.75,,
2015,Tinley Park,Illinois,Central,22.29,0.01,,-8.92,,-40.02,,
2015,Bloomington,Illinois,Central,252.09,0.12,-59.19,-37.35,-90.84,-14.82,0,0.0
2015,Chicago,Illinois,Central,8391.77,4.08,-22.55,-5.55,-96.34,-0.07,0,0.0
2015,Normal,Illinois,Central,366.74,0.18,,-110.02,,-30.0,,
2015,Highland Park,Illinois,Central,1454.84,0.71,,-169.7,,-11.66,,
2015,Champaign,Illinois,Central,151.96,0.07,,-182.35,,-120.0,,
2015,Naperville,Illinois,Central,613.11,0.3,112.84,-181.08,174.41,-29.53,0,0.0
2015,,Illinois,Central,18578.06,9.03,14.66,-1009.5,-50.61,-5.43,3,17.65
2015,Evanston,Illinois,Central,1483.53,0.72,474.39,481.09,-786.29,32.43,0,0.0
2015,Quincy,Illinois,Central,131.58,0.06,,4.67,,3.55,,
2015,Orland Park,Illinois,Central,339.96,0.17,,67.99,,20.0,,
2015,Rockford,Illinois,Central,128.74,0.06,,12.87,,10.0,,
2015,Saint Charles,Illinois,Central,1349.63,0.66,15341.99,253.31,-5377.29,18.77,0,0.0
2015,Carol Stream,Illinois,Central,1305.81,0.63,,-39.87,,-3.05,,
2015,Decatur,Illinois,Central,479.95,0.23,-38.68,89.99,49.51,18.75,0,0.0
2015,Park Ridge,Illinois,Central,254.74,0.12,,-312.06,,-122.5,,
2015,Peoria,Illinois,Central,359.06,0.17,2781.7,-35.91,74.66,-10.0,0,0.0
2015,Bolingbrook,Illinois,Central,59.85,0.03,499.7,-4.9,-70.25,-8.19,0,0.0
2016,Woodstock,Illinois,Central,845.49,0.29,9453.56,-12.08,-11.95,-1.43,0,0.0
2016,Highland Park,Illinois,Central,580.26,0.2,-60.12,-0.24,-99.86,-0.04,0,0.0
2016,,Illinois,Central,21033.72,7.13,13.22,-2809.09,178.27,-13.36,-5,-25.0
2016,Park Ridge,Illinois,Central,286.4,0.1,12.43,25.06,-108.03,8.75,0,0.0
2016,Quincy,Illinois,Central,101.1,0.03,-23.16,27.74,494.0,27.44,0,0.0
2016,Wheeling,Illinois,Central,615.61,0.21,,-308.51,,-50.11,,
2016,Evanston,Illinois,Central,11.99,0.0,-99.19,0.9,-99.81,7.51,0,0.0
2016,Rockford,Illinois,Central,2521.58,0.86,1858.66,-1145.88,-9003.5,-45.44,0,0.0
2016,Frankfort,Illinois,Central,76.86,0.03,270.05,26.9,-150.79,35.0,0,0.0
2016,Arlington Heights,Illinois,Central,14.11,0.0,,1.23,,8.72,,
2016,Elmhurst,Illinois,Central,240.04,0.08,-63.16,-45.69,-72.55,-19.03,0,0.0
2016,Saint Charles,Illinois,Central,30.34,0.01,-97.75,-31.86,-112.58,-105.01,0,0.0
2016,Decatur,Illinois,Central,1008.49,0.34,110.12,-133.47,-248.32,-13.23,0,0.0
2016,Aurora,Illinois,Central,1629.91,0.55,30.05,-410.4,-48.22,-25.18,0,0.0
2016,Chicago,Illinois,Central,13067.55,4.43,55.72,-796.23,14246.49,-6.09,0,0.0
2016,Peoria,Illinois,Central,3.98,0.0,-98.89,-6.57,-81.7,-165.08,0,0.0
2017,Skokie,Illinois,Central,493.24,0.17,552.52,-334.05,2505.69,-67.73,0,0.0
2017,Palatine,Illinois,Central,116.31,0.04,,23.26,,20.0,,
2017,Bolingbrook,Illinois,Central,148.48,0.05,148.09,16.7,-440.82,11.25,0,0.0
2017,Decatur,Illinois,Central,898.27,0.31,-10.93,-327.74,145.55,-36.49,0,0.0
2017,Aurora,Illinois,Central,4352.66,1.48,167.05,-439.36,7.06,-10.09,0,0.0
2017,Rockford,Illinois,Central,515.9,0.18,-79.54,-16.5,-98.56,-3.2,0,0.0
2017,Wheeling,Illinois,Central,121.54,0.04,-80.26,15.19,-104.92,12.5,0,0.0
2017,Quincy,Illinois,Central,97.6,0.03,-3.46,16.69,-39.83,17.1,0,0.0
2017,Park Ridge,Illinois,Central,143.86,0.05,-49.77,48.55,93.74,33.75,0,0.0
2017,Woodstock,Illinois,Central,2.91,0.0,-99.66,0.91,-107.53,31.27,0,0.0
2017,Oak Park,Illinois,Central,10.19,0.0,,1.02,,10.01,,
2017,Naperville,Illinois,Central,387.13,0.13,-36.86,100.54,-155.52,25.97,0,0.0
2017,,Illinois,Central,24351.61,8.28,15.77,-6745.56,140.13,-27.7,3,20.0
2017,Bloomington,Illinois,Central,94.15,0.03,-62.65,12.9,-134.54,13.7,0,0.0
2017,Danville,Illinois,Central,43.37,0.01,,-69.4,,-160.02,,
2017,Des Plaines,Illinois,Central,383.84,0.13,-65.4,47.98,-116.85,12.5,0,0.0
2017,Freeport,Illinois,Central,170.57,0.06,276.95,-131.41,-3418.43,-77.04,0,0.0
2017,Chicago,Illinois,Central,16245.61,5.52,24.32,-5701.13,616.02,-35.09,0,0.0
2017,Peoria,Illinois,Central,125.98,0.04,3065.33,-9.72,47.95,-7.72,0,0.0
2014,Lafayette,Indiana,Central,5.94,0.0,,0.0,,0.0,,
2014,Mishawaka,Indiana,Central,647.84,0.31,,32.39,,5.0,,
2014,Richmond,Indiana,Central,353.89,0.17,,116.82,,33.01,,
2014,Bloomington,Indiana,Central,341.0,0.16,,123.26,,36.15,,
2014,Columbus,Indiana,Central,77.86,0.04,,36.55,,46.94,,
2014,Portage,Indiana,Central,16.28,0.01,,6.51,,39.99,,
2014,Indianapolis,Indiana,Central,1494.0,0.72,,552.61,,36.99,,
2014,,Indiana,Central,2936.81,1.41,,868.15,,29.56,,
2015,New Albany,Indiana,Central,209.55,0.1,,73.35,,35.0,,
2015,New Castle,Indiana,Central,84.61,0.04,,23.08,,27.28,,
2015,Columbus,Indiana,Central,1985.56,0.97,2450.17,521.82,1327.69,26.28,0,0.0
2015,Indianapolis,Indiana,Central,1353.48,0.66,-9.41,510.67,-7.59,37.73,0,0.0
2015,Richmond,Indiana,Central,837.7,0.41,136.71,266.29,127.95,31.79,0,0.0
2015,,Indiana,Central,6640.32,3.23,126.11,1990.13,129.24,29.97,1,14.29
2015,Lawrence,Indiana,Central,518.85,0.25,,203.14,,39.15,,
2015,South Bend,Indiana,Central,1238.33,0.6,,279.55,,22.57,,
2015,Noblesville,Indiana,Central,412.24,0.2,,112.21,,27.22,,
2016,Bloomington,Indiana,Central,262.8,0.09,-22.93,59.51,-51.72,22.64,0,0.0
2016,Noblesville,Indiana,Central,2678.94,0.91,549.85,241.1,114.86,9.0,0,0.0
2016,Greenwood,Indiana,Central,1424.9,0.48,,356.23,,25.0,,
2016,Columbus,Indiana,Central,402.82,0.14,-79.71,180.36,-65.44,44.77,0,0.0
2016,La Porte,Indiana,Central,494.89,0.17,,192.93,,38.98,,
2016,Lafayette,Indiana,Central,18358.14,6.23,308959.6,8768.6,,47.76,0,0.0
2016,Indianapolis,Indiana,Central,54.96,0.02,-95.94,15.94,-96.88,29.0,0,0.0
2016,Mishawaka,Indiana,Central,128.4,0.04,-80.18,64.2,98.21,50.0,0,0.0
2016,Lawrence,Indiana,Central,232.21,0.08,-55.25,107.61,-47.03,46.34,0,0.0
2016,Richmond,Indiana,Central,1423.72,0.48,69.96,398.66,49.71,28.0,0,0.0
2016,,Indiana,Central,25461.78,8.64,283.44,10385.13,421.83,40.79,2,25.0
2017,Lawrence,Indiana,Central,794.07,0.27,241.96,221.99,106.29,27.96,0,0.0
2017,Indianapolis,Indiana,Central,6403.98,2.18,11552.07,1662.44,10329.36,25.96,0,0.0
2017,Richmond,Indiana,Central,3619.84,1.23,154.25,1100.09,175.95,30.39,0,0.0
2017,Elkhart,Indiana,Central,171.43,0.06,,16.67,,9.72,,
2017,Columbus,Indiana,Central,5494.16,1.87,1263.92,1783.74,888.99,32.47,0,0.0
2017,,Indiana,Central,18516.45,6.29,-27.28,5139.53,-50.51,27.76,-2,-20.0
2017,Greenwood,Indiana,Central,240.15,0.08,-83.15,115.51,-67.57,48.1,0,0.0
2017,Lafayette,Indiana,Central,1266.37,0.43,-93.1,207.5,-97.63,16.39,0,0.0
2017,La Porte,Indiana,Central,526.45,0.18,6.38,31.59,-83.63,6.0,0,0.0
2014,Des Moines,Iowa,Central,1190.84,0.57,,109.5,,9.2,,
2014,,Iowa,Central,1190.84,0.57,,109.5,,9.2,,
2015,Dubuque,Iowa,Central,1687.3,0.82,,477.67,,28.31,,
2015,Des Moines,Iowa,Central,25.9,0.01,-97.83,12.69,-88.41,49.0,0,0.0
2015,,Iowa,Central,1713.2,0.83,43.86,490.37,347.83,28.62,1,100.0
2016,Des Moines,Iowa,Central,451.88,0.15,1644.71,132.27,942.32,29.27,0,0.0
2016,Urbandale,Iowa,Central,103.2,0.03,,36.14,,35.02,,
2016,Cedar Rapids,Iowa,Central,278.4,0.09,,80.74,,29.0,,
2016,Iowa City,Iowa,Central,9.99,0.0,,4.5,,45.05,,
2016,Marion,Iowa,Central,115.84,0.04,,54.44,,47.0,,
2016,,Iowa,Central,959.31,0.33,-44.0,308.08,-37.17,32.11,3,150.0
2017,,Iowa,Central,716.41,0.24,-25.32,275.86,-10.46,38.51,0,0.0
2017,Marion,Iowa,Central,242.52,0.08,109.36,109.85,101.78,45.3,0,0.0
2017,Des Moines,Iowa,Central,340.22,0.12,-24.71,105.94,-19.91,31.14,0,0.0
2017,Waterloo,Iowa,Central,30.32,0.01,,11.82,,38.98,,
2017,Burlington,Iowa,Central,57.43,0.02,,26.67,,46.44,,
2017,Urbandale,Iowa,Central,45.92,0.02,-55.5,21.58,-40.29,46.99,0,0.0
2014,Garden City,Kansas,Central,257.98,0.12,,74.81,,29.0,,
2014,Olathe,Kansas,Central,787.85,0.38,,180.43,,22.9,,
2014,,Kansas,Central,1319.79,0.64,,266.2,,20.17,,
2014,Manhattan,Kansas,Central,273.96,0.13,,10.96,,4.0,,
2015,,Kansas,Central,170.31,0.08,-87.1,76.03,-71.44,44.64,-1,-33.33
2015,Garden City,Kansas,Central,21.11,0.01,-91.82,7.82,-89.55,37.04,0,0.0
2015,Wichita,Kansas,Central,149.2,0.07,,68.21,,45.72,,
2016,Overland Park,Kansas,Central,186.95,0.06,,85.3,,45.63,,
2016,,Kansas,Central,691.06,0.23,305.77,230.85,203.63,33.41,1,50.0
2016,Olathe,Kansas,Central,107.94,0.04,-86.3,26.99,-85.04,25.0,0,0.0
2016,Wichita,Kansas,Central,396.17,0.13,165.53,118.56,73.82,29.93,0,0.0
2017,Overland Park,Kansas,Central,419.96,0.14,124.64,118.22,38.59,28.15,0,0.0
2017,Garden City,Kansas,Central,33.29,0.01,57.7,7.99,2.17,24.0,0,0.0
2017,,Kansas,Central,733.15,0.25,6.09,263.36,14.08,35.92,0,0.0
2017,Wichita,Kansas,Central,279.9,0.1,-29.35,137.15,15.68,49.0,0,0.0
2014,,Kentucky,South,8280.46,3.99,,2309.4,,27.89,,
2014,Louisville,Kentucky,South,1000.95,0.48,,260.25,,26.0,,
2014,Richmond,Kentucky,South,1879.19,0.9,,642.42,,34.19,,
2014,Owensboro,Kentucky,South,25.5,0.01,,6.63,,26.0,,
2014,Henderson,Kentucky,South,5374.82,2.59,,1400.1,,26.05,,
2015,Louisville,Kentucky,South,1869.48,1.31,86.77,528.3,103.0,28.26,0,0.0
2015,Richmond,Kentucky,South,365.91,0.26,-80.53,149.48,-76.73,40.85,0,0.0
2015,Henderson,Kentucky,South,1591.28,1.11,-70.39,599.16,-57.21,37.65,0,0.0
2015,Owensboro,Kentucky,South,45.68,0.03,79.14,21.01,216.89,45.99,0,0.0
2015,,Kentucky,South,7673.56,5.38,-7.33,2921.92,26.52,38.08,1,25.0
2015,Florence,Kentucky,South,3801.21,2.66,,1623.95,,42.72,,
2016,Henderson,Kentucky,South,2221.55,1.19,39.61,482.71,-19.44,21.73,0,0.0
2016,Bowling Green,Kentucky,South,140.81,0.08,,39.43,,28.0,,
2016,Georgetown,Kentucky,South,1576.54,0.84,,345.21,,21.9,,
2016,,Kentucky,South,5102.89,2.73,-33.5,1216.66,-58.36,23.84,1,20.0
2016,Louisville,Kentucky,South,105.77,0.06,-94.34,49.24,-90.68,46.55,0,0.0
2016,Richmond,Kentucky,South,866.4,0.46,136.78,225.26,50.7,26.0,0,0.0
2016,Murray,Kentucky,South,191.82,0.1,,74.81,,39.0,,
2017,Richmond,Kentucky,South,3650.02,1.48,321.29,1258.47,458.67,34.48,0,0.0
2017,,Kentucky,South,15534.84,6.32,204.43,4751.72,290.55,30.59,1,16.67
2017,Georgetown,Kentucky,South,209.88,0.09,-86.69,57.55,-83.33,27.42,0,0.0
2017,Bowling Green,Kentucky,South,71.0,0.03,-49.58,27.69,-29.77,39.0,0,0.0
2017,Henderson,Kentucky,South,6473.36,2.63,191.39,2036.84,321.96,31.46,0,0.0
2017,Louisville,Kentucky,South,4299.19,1.75,3964.66,1138.1,2211.33,26.47,0,0.0
2017,Florence,Kentucky,South,758.59,0.31,-80.04,213.4,-86.86,28.13,0,0.0
2017,Murray,Kentucky,South,72.8,0.03,-62.05,19.66,-73.72,27.01,0,0.0
2014,Monroe,Louisiana,South,682.91,0.33,,180.27,,26.4,,
2014,Lafayette,Louisiana,South,364.93,0.18,,67.97,,18.63,,
2014,Lake Charles,Louisiana,South,69.9,0.03,,21.6,,30.9,,
2014,,Louisiana,South,2534.92,1.22,,606.8,,23.94,,
2014,Bossier City,Louisiana,South,1417.18,0.68,,336.96,,23.78,,
2015,Lafayette,Louisiana,South,603.48,0.42,65.37,177.6,161.29,29.43,0,0.0
